text
"### Instruction:
tell me about biol 2331-01

### Response:
In 202620, the course 'Psychobiology of Sex' was taught by Stewart Thompson at   on   T R   at 1100-1215.

### End"
"### Instruction:
tell me about biol 3044-01

### Response:
In 202620, the course 'Introductory Ecology' was taught by Benjamin D. Duval at   on   T R   at 0930-1045.

### End"
"### Instruction:
tell me about biol 3044l-01

### Response:
In 202620, the course 'Introductory Ecology Lab' was taught by Benjamin D. Duval at JONESA 202 on  M      at 1400-1630.

### End"
"### Instruction:
tell me about biol 3051-01

### Response:
In 202620, the course 'Anatomy & Physiology' was taught by Stephen D. Wilkinson at JONESA 101 on   T R   at 1230-1345.

### End"
"### Instruction:
tell me about biol 3051l-01

### Response:
In 202620, the course 'Anatomy & Physiology Lab I' was taught by Casia Esparza at JONESA 202 on    W    at 1400-1630.

### End"
"### Instruction:
tell me about biol 3051l-02

### Response:
In 202620, the course 'Anatomy & Physiology Lab I' was taught by Casia Esparza at JONESA 202 on     R   at 1400-1630.

### End"
"### Instruction:
tell me about biol 4031-01

### Response:
In 202620, the course 'Virology' was taught by Linda C. DeVeaux at   on  M W F  at 1100-1150.

### End"
"### Instruction:
tell me about biot 5020-01

### Response:
In 202620, the course 'Biomedical Materials' was taught by Arjak Bhattacharjee at   on   T R   at 1400-1515.

### End"
"### Instruction:
tell me about biot 5089-01

### Response:
In 202620, the course 'Chemistry of Biomolecules' was taught by Praveen Patidar at JONES 106 on   T R   at 0930-1045.

### End"
"### Instruction:
tell me about bmst 3001-01

### Response:
In 202620, the course 'Genetic Eng: At the Bench' was taught by Kaarin K. Goncz at JONESA 101 on      F  at 1200-1250.

### End"
"### Instruction:
tell me about bmst 4095-01

### Response:
In 202620, the course 'Biomed Resrch & Design: Sci' was taught by Benjamin D. Duval at MSEC 195 on  M W F  at 1100-1150.

### End"
"### Instruction:
tell me about ce 101-01

### Response:
In 202620, the course 'Civil Engineering Seminar' was taught by Christian M. Carrico at JONES 227 on     R   at 1230-1320.

### End"
"### Instruction:
tell me about ce 201-01

### Response:
In 202620, the course 'Construction Matl/Prop/Test' was taught by Isabel M. Morris Svoboda at   on   T R   at 0930-1045.

### End"
"### Instruction:
tell me about ce 3002-01

### Response:
In 202620, the course 'Intro to Structural Engr' was taught by Isabel M. Morris Svoboda at JONESA 102 on   T R   at 1230-1350.

### End"
"### Instruction:
tell me about ce 4002-01

### Response:
In 202620, the course 'Intro to Transportation Engr' was taught by Claudia Mara D. Wilson at WEIR 202 on   T R   at 1230-1345.

### End"
"### Instruction:
tell me about ce 4007-01

### Response:
In 202620, the course 'Design to Concrete Structures' was taught by Wesley J. Cook at JONESA 102 on  M W F  at 0900-0950.

### End"
"### Instruction:
tell me about ce 4018-01

### Response:
In 202620, the course 'Structural Dynamics' was taught by Claudia Mara D. Wilson at   on   T R   at 1530-1645.

### End"
"### Instruction:
tell me about ce 4081-01

### Response:
In 202620, the course 'Senior Engineering Design I' was taught by Claudia Mara D. Wilson at JONESA 101 on     R   at 1400-1515.

### End"
"### Instruction:
tell me about cee 5003-01

### Response:
In 202620, the course 'Risk Assesment' was taught by Clinton P. Richardson at   on  M W F  at 1500-1550.

### End"
"### Instruction:
tell me about cee 5007-01

### Response:
In 202620, the course 'Design of Concrete Structures' was taught by Wesley J. Cook at JONESA 102 on  M W F  at 0900-0950.

### End"
"### Instruction:
tell me about cee 5012-01

### Response:
In 202620, the course 'Indus Water & Wastewater Treat' was taught by Moustapha J. Harb at   on  M W F  at 1300-1350.

### End"
"### Instruction:
tell me about cee 5013-01

### Response:
In 202620, the course 'Air Resources Engineering' was taught by Christian M. Carrico at JONESA 106 on      F  at 1500-1550.

### End"
"### Instruction:
tell me about cee 5018-01

### Response:
In 202620, the course 'Structural Dynamics' was taught by Claudia Mara D. Wilson at   on   T R   at 1530-1645.

### End"
"### Instruction:
tell me about cefa 1010c-01

### Response:
In 202620, the course 'Weaving I' was taught by Elizabeth C. Gipson at FACE 114 on    W    at 1530-1730.

### End"
"### Instruction:
tell me about cefa 1030c-01

### Response:
In 202620, the course 'Digital Photography ' was taught by Anthony Perreault at FACE 114 on    W    at 1800-1850.

### End"
"### Instruction:
tell me about cefa 1052c-01

### Response:
In 202620, the course 'Painting in Oils I' was taught by Jenny C. Blomquist at FACW 104 on  M      at 1715-1915.

### End"
"### Instruction:
tell me about cefa 1053c-01

### Response:
In 202620, the course 'Painting in Acrylics' was taught by Ramona L. Montoya at FACW 104 on   T     at 0930-1045.

### End"
"### Instruction:
tell me about cefa 1053c-02

### Response:
In 202620, the course 'Painting in Acrylics' was taught by Ramona L. Montoya at FACW 104 on     R   at 1800-1950.

### End"
"### Instruction:
tell me about cefa 1054c-01

### Response:
In 202620, the course 'Intro to Watercolor Painting' was taught by Pirjo Berg at FACE 114 on  M      at 1200-1350.

### End"
"### Instruction:
tell me about cefa 1055c-01

### Response:
In 202620, the course 'Intermediate Painting in Oils' was taught by Jenny C. Blomquist at FACW 104 on    W    at 1715-1915.

### End"
"### Instruction:
tell me about cefa 1060c-01

### Response:
In 202620, the course 'Glass Mosaics' was taught by Theresa A. Boracci at FACW 112 on    W    at 1400-1645.

### End"
"### Instruction:
tell me about cefa 1061c-01

### Response:
In 202620, the course 'Stained Glass' was taught by Theresa A. Boracci at FACW 112 on   T     at 1400-1645.

### End"
"### Instruction:
tell me about cefa 1062c-01

### Response:
In 202620, the course 'Glass Fusing' was taught by Theresa A. Boracci at FACW 112 on    W    at 0930-1215.

### End"
"### Instruction:
tell me about cefa 1070c-01

### Response:
In 202620, the course 'Hand Building in Clay' was taught by Patricia Hatch at   on  M      at 1730-1930.

### End"
"### Instruction:
tell me about cefa 1071c-01

### Response:
In 202620, the course 'Wheel Thrown Ceramics I' was taught by Patricia Hatch at FACE 102 on  M      at 1430-1630.

### End"
"### Instruction:
tell me about cefa 1082c-01

### Response:
In 202620, the course 'Beginning Metal Arts/Lapidary' was taught by Theresa A. Boracci at FACW 109 on  M      at 1400-1650.

### End"
"### Instruction:
tell me about cefa 1089c-02

### Response:
In 202620, the course 'Sculpture' was taught by Judy E. Richardson at FACE 114 on   T     at 1730-1930.

### End"
"### Instruction:
tell me about cefa 1089c-03

### Response:
In 202620, the course 'Intermediate Sewing Skills ' was taught by Valerie A. Thomas at   on     R   at 1730-1930.

### End"
"### Instruction:
tell me about cefa 1089c-04

### Response:
In 202620, the course 'Drawing / Real and Unreal ' was taught by Judy E. Richardson at FACE 114 on  M      at 1730-1930.

### End"
"### Instruction:
tell me about cefa 1089c-05

### Response:
In 202620, the course 'Ink & Paint ' was taught by Judy E. Richardson at   on   T     at 1430-1630.

### End"
"### Instruction:
tell me about cefa 1089c-06

### Response:
In 202620, the course 'Intrmd Watercolor Painting ' was taught by Pirjo Berg at FACE 114 on  M W    at 1000-1150.

### End"
"### Instruction:
tell me about cefa 1089c-07

### Response:
In 202620, the course 'Science field sketch ' was taught by Pirjo Berg at FACE 114 on   T     at 1000-1150.

### End"
"### Instruction:
tell me about cefa 1089c-08

### Response:
In 202620, the course 'Color theory for beginners' was taught by Pirjo Berg at   on   T     at 1300-1450.

### End"
"### Instruction:
tell me about cefa 1089c-09

### Response:
In 202620, the course 'Drawing / Real and Unreal' was taught by Judy E. Richardson at FACE 114 on  M      at 1430-1630.

### End"
"### Instruction:
tell me about cefa 2061c-01

### Response:
In 202620, the course 'Stained Glass II' was taught by Theresa A. Boracci at FACW 112 on     R   at 0930-1215.

### End"
"### Instruction:
tell me about cefa 2071c-02

### Response:
In 202620, the course 'Wheel Thrown Ceramics II' was taught by Patricia Hatch at FACE 102 on   T     at 0930-1230.

### End"
"### Instruction:
tell me about cefa 2071c-03

### Response:
In 202620, the course 'Wheel Thrown Ceramics II' was taught by Patricia Hatch at FACE 102 on   T     at 1700-1945.

### End"
"### Instruction:
tell me about cefa 2082c-01

### Response:
In 202620, the course 'Metal Arts/Lapidary II' was taught by Theresa A. Boracci at FACW 109 on  M      at 1830-2050.

### End"
"### Instruction:
tell me about cepr 1000c-01

### Response:
In 202620, the course 'Weight Lifting' was taught by Robert J. Adams at GYM WEIGHT RM on   T R   at 1700-1815.

### End"
"### Instruction:
tell me about cepr 1000c-02

### Response:
In 202620, the course 'Weight Lifting' was taught by Robert J. Adams at GYM WEIGHT RM on   T R   at 1830-1945.

### End"
"### Instruction:
tell me about cepr 1000c-03

### Response:
In 202620, the course 'Weight Lifting' was taught by Robert J. Adams at GYM WEIGHT RM on   T R   at 2000-2115.

### End"
"### Instruction:
tell me about cepr 1003c-01

### Response:
In 202620, the course 'Spinning' was taught by Kim C. Padilla at   on  M W    at 0630-0730.

### End"
"### Instruction:
tell me about cepr 1003c-02

### Response:
In 202620, the course 'Spinning' was taught by Kim C. Padilla at   on   T R   at 0630-0730.

### End"
"### Instruction:
tell me about cepr 1003c-03

### Response:
In 202620, the course 'Spinning' was taught by Sara R. Demorest at   on  M W    at 1200-1250.

### End"
"### Instruction:
tell me about cepr 1003c-04

### Response:
In 202620, the course 'Spinning' was taught by Kim C. Padilla at   on  M W    at 1715-1815.

### End"
"### Instruction:
tell me about cepr 1008c-01

### Response:
In 202620, the course 'Beginning Golf' was taught by Sean R. Moore at GOLF  on   T R   at 1300-1355.

### End"
"### Instruction:
tell me about cepr 1009c-01

### Response:
In 202620, the course 'Archery' was taught by Brian P. Olney at   on  M      at 1900-2050.

### End"
"### Instruction:
tell me about cepr 1010c-01

### Response:
In 202620, the course 'Beginning Volleyball' was taught by April A. Sandoval at GYM WEST GYM on   T R   at 1700-1815.

### End"
"### Instruction:
tell me about cepr 1011c-01

### Response:
In 202620, the course 'Basketball' was taught by Dezirae D. Armijo at GYM EAST GYM on  M W    at 1800-1850.

### End"
"### Instruction:
tell me about cepr 1012c-01

### Response:
In 202620, the course 'Indoor Soccer' was taught by Dezirae D. Armijo at GYM WEST GYM on  M W    at 2000-2050.

### End"
"### Instruction:
tell me about cepr 1012c-02

### Response:
In 202620, the course 'Indoor Soccer' was taught by Dezirae D. Armijo at GYM WEST GYM on  M W    at 2100-2150.

### End"
"### Instruction:
tell me about cepr 1014c-01

### Response:
In 202620, the course 'Rugby' was taught by Jason V. Oliphant at FIELD  on   T     at 1810-1910.

### End"
"### Instruction:
tell me about cepr 1021c-01

### Response:
In 202620, the course 'Gentle Yoga' was taught by Margaret A. Griffin-Taylor at SAC AUDITORIUM on   T R   at 1715-1810.

### End"
"### Instruction:
tell me about cepr 1022c-01

### Response:
In 202620, the course 'Slow Flow Yoga' was taught by Margaret A. Griffin-Taylor at SAC AUDITORIUM on  M W    at 1600-1650.

### End"
"### Instruction:
tell me about cepr 1023c-01

### Response:
In 202620, the course 'Pilates Matwork' was taught by Carrie A. Marsyla at GYM EAST GYM on  M W    at 1200-1250.

### End"
"### Instruction:
tell me about cepr 1042c-01

### Response:
In 202620, the course 'Taijutsu' was taught by Alexander D. George at SAC AUDITORIUM on  M W    at 1830-1925.

### End"
"### Instruction:
tell me about cepr 1043c-01

### Response:
In 202620, the course 'Tai Chi Chuan' was taught by Pnina Miller at SAC AUDITORIUM on   T R   at 1600-1710.

### End"
"### Instruction:
tell me about cepr 1050c-01

### Response:
In 202620, the course 'Beginning Belly Dance' was taught by Julie Johnson at GYM 1 on    W F  at 1600-1650.

### End"
"### Instruction:
tell me about cepr 1061c-01

### Response:
In 202620, the course 'Beginning Rock Climbing' was taught by Scott M. Roberts at   on   T     at 1300-1650.

### End"
"### Instruction:
tell me about cepr 2008c-01

### Response:
In 202620, the course 'Intermediate Golf' was taught by Clemente S. Grijalva at   on   T R   at 1100-1155.

### End"
"### Instruction:
tell me about cepr 2050c-01

### Response:
In 202620, the course 'Intermediate Belly Dance' was taught by Julie Johnson at GYM 1 on    W F  at 1700-1750.

### End"
"### Instruction:
tell me about ch e 1010-01

### Response:
In 202620, the course 'Intro to Chemical Engineering' was taught by Michaelann S. Tartis at MSEC 195 on   T R   at 1300-1350.

### End"
"### Instruction:
tell me about ch e 1010l-01

### Response:
In 202620, the course 'Intro to Chemical Engr. Lab' was taught by Michaelann S. Tartis at   on   T     at 1400-1600.

### End"
"### Instruction:
tell me about ch e 3026-01

### Response:
In 202620, the course 'Principles of Chemical Engr I' was taught by Sanchari Chowdhury at   on  M W F  at 1000-1050.

### End"
"### Instruction:
tell me about ch e 3049-01

### Response:
In 202620, the course 'Chemical Engr. Thermodynamics' was taught by Arjak Bhattacharjee at LOPEZ 106 on   T R   at 1230-1345.

### End"
"### Instruction:
tell me about ch e 3071-01

### Response:
In 202620, the course 'Solution Methods for Chem Eng' was taught by Youngmin Lee at CRAMER 127 on   T R   at 1100-1215.

### End"
"### Instruction:
tell me about ch e 3089-01

### Response:
In 202620, the course 'Engineering Design In Chem Sys' was taught by Michaelann S. Tartis at   on   T R   at 1100-1215.

### End"
"### Instruction:
tell me about ch e 4045l-01

### Response:
In 202620, the course 'Unit Operations Lab' was taught by Jianjia Yu at JONES 227 on    W    at 1400-1700.

### End"
"### Instruction:
tell me about ch e 4049-01

### Response:
In 202620, the course 'Nanostructures & Nanotech' was taught by Sanchari Chowdhury at JONES 227 on  M W F  at 1100-1150.

### End"
"### Instruction:
tell me about ch e 4061-01

### Response:
In 202620, the course 'Plant Design, Econ & Mgmt I' was taught by Corey A. Leclerc at JONES 106 on   T R   at 1230-1345.

### End"
"### Instruction:
tell me about ch e 4068-01

### Response:
In 202620, the course 'Surfaces, Interfaces & Colloid' was taught by Jianjia Yu at JONES 227 on  M W F  at 1000-1050.

### End"
"### Instruction:
tell me about ch e 5049-01

### Response:
In 202620, the course 'Nanostructure & Nanotech' was taught by Sanchari Chowdhury at JONES 227 on  M W F  at 1100-1150.

### End"
"### Instruction:
tell me about ch e 5049-01d

### Response:
In 202620, the course 'Nanostructures & Nanotech' was taught by Sanchari Chowdhury at WEB  on  M W F  at 1100-1150.

### End"
"### Instruction:
tell me about ch e 5052-01

### Response:
In 202620, the course 'Surface Character Techniques' was taught by Youngmin Lee at   on   T R   at 0930-1045.

### End"
"### Instruction:
tell me about ch e 5052-01d

### Response:
In 202620, the course 'Surface Character Techniques' was taught by Youngmin Lee at   on   T R   at 0930-1045.

### End"
"### Instruction:
tell me about ch e 5068-01

### Response:
In 202620, the course 'Surfaces, Interfaces & Colloid' was taught by Jianjia Yu at JONES 227 on  M W F  at 1000-1050.

### End"
"### Instruction:
tell me about ch e 5068-01d

### Response:
In 202620, the course 'Surfaces, Interfaces & Colloid' was taught by Jianjia Yu at WEB  on  M W F  at 1000-1050.

### End"
"### Instruction:
tell me about ch e 5085-01

### Response:
In 202620, the course 'Graduate Seminar' was taught by Seth T. Price at JONES 227 on      F  at 1200-1250.

### End"
"### Instruction:
tell me about chem 0130-01

### Response:
In 202620, the course 'Issues in Chem and Biochem' was taught by Megha Khandelwal at LOPEZ 216 on    W    at 1200-1250.

### End"
"### Instruction:
tell me about chem 1120-01

### Response:
In 202620, the course 'Intro to Chemistry' was taught by Ujith S. Madduma Bandarage at LOPEZ 106 on  MT     at 1830-2120.

### End"
"### Instruction:
tell me about chem 1215-01

### Response:
In 202620, the course 'General Chemistry I' was taught by Ujith S. Madduma Bandarage at LOPEZ 106 on  M W F  at 0800-0850.

### End"
"### Instruction:
tell me about chem 1215-02

### Response:
In 202620, the course 'General Chemistry I' was taught by Jeff A. Altig at LOPEZ 106 on  M W F  at 1000-1050.

### End"
"### Instruction:
tell me about chem 1215-03

### Response:
In 202620, the course 'General Chemistry I' was taught by Mark R. Ams at LOPEZ 106 on  M W F  at 1100-1150.

### End"
"### Instruction:
tell me about chem 1215-04

### Response:
In 202620, the course 'General Chemistry I' was taught by Sally C. Pias at LOPEZ 106 on  M W F  at 1300-1350.

### End"
"### Instruction:
tell me about chem 1215l-01

### Response:
In 202620, the course 'General Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 134 on  M      at 1400-1630.

### End"
"### Instruction:
tell me about chem 1215l-02

### Response:
In 202620, the course 'General Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 134 on  M      at 1830-2100.

### End"
"### Instruction:
tell me about chem 1215l-03

### Response:
In 202620, the course 'General Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 134 on   T     at 1400-1630.

### End"
"### Instruction:
tell me about chem 1215l-04

### Response:
In 202620, the course 'General Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 134 on   T     at 1830-2100.

### End"
"### Instruction:
tell me about chem 1215l-05

### Response:
In 202620, the course 'General Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 134 on    W    at 1400-1630.

### End"
"### Instruction:
tell me about chem 1215l-06

### Response:
In 202620, the course 'General Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 134 on    W    at 1830-2100.

### End"
"### Instruction:
tell me about chem 1215l-07

### Response:
In 202620, the course 'General Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 134 on     R   at 1400-1630.

### End"
"### Instruction:
tell me about chem 1225-01

### Response:
In 202620, the course 'General Chemistry II' was taught by Ujith S. Madduma Bandarage at LOPEZ 106 on  M W F  at 0900-0950.

### End"
"### Instruction:
tell me about chem 1225-02

### Response:
In 202620, the course 'General Chemistry II' was taught by Jeff A. Altig at   on  M W F  at 1200-1250.

### End"
"### Instruction:
tell me about chem 1225l-01

### Response:
In 202620, the course 'General Chemistry II Lab' was taught by Jeff A. Altig at LOPEZ 135 on   T     at 1400-1630.

### End"
"### Instruction:
tell me about chem 1225l-02

### Response:
In 202620, the course 'General Chemistry II Lab' was taught by Jeff A. Altig at LOPEZ 135 on    W    at 1400-1630.

### End"
"### Instruction:
tell me about chem 1225l-03

### Response:
In 202620, the course 'General Chemistry II Lab' was taught by Jeff A. Altig at LOPEZ 135 on     R   at 1400-1630.

### End"
"### Instruction:
tell me about chem 3011-01

### Response:
In 202620, the course 'Quantitative Analysis' was taught by Gayan R. Rubasinghege at MSEC 101 on  M W F  at 1100-1150.

### End"
"### Instruction:
tell me about chem 3011l-01

### Response:
In 202620, the course 'Quantitative Analysis Lab' was taught by Jeff A. Altig at LOPEZ 136 on  M      at 1400-1630.

### End"
"### Instruction:
tell me about chem 3011l-02

### Response:
In 202620, the course 'Quantitative Analysis Lab' was taught by Jeff A. Altig at LOPEZ 136 on    W    at 1400-1630.

### End"
"### Instruction:
tell me about chem 3031-01

### Response:
In 202620, the course 'Physical Chemistry I' was taught by Nicolas E. Holubowitch at   on  M W F  at 1200-1250.

### End"
"### Instruction:
tell me about chem 3031l-01

### Response:
In 202620, the course 'Physical Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 127 on   T     at 1400-1630.

### End"
"### Instruction:
tell me about chem 3031l-02

### Response:
In 202620, the course 'Physical Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 127 on    W    at 1400-1630.

### End"
"### Instruction:
tell me about chem 3033-01

### Response:
In 202620, the course 'Organic Chemistry I' was taught by Mark R. Ams at MSEC 101 on  M W F  at 0900-0950.

### End"
"### Instruction:
tell me about chem 3033l-01

### Response:
In 202620, the course 'Organic Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 125 on  M      at 1400-1630.

### End"
"### Instruction:
tell me about chem 3033l-02

### Response:
In 202620, the course 'Organic Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 125 on   T     at 1400-1630.

### End"
"### Instruction:
tell me about chem 3033l-03

### Response:
In 202620, the course 'Organic Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 125 on     R   at 1400-1630.

### End"
"### Instruction:
tell me about chem 3033l-04

### Response:
In 202620, the course 'Organic Chemistry I Lab' was taught by Jeff A. Altig at LOPEZ 125 on    W    at 1400-1630.

### End"
"### Instruction:
tell me about chem 4011l-01

### Response:
In 202620, the course 'Advanced Instrumental Lab' was taught by Jeff A. Altig at   on     R   at 1830-2100.

### End"
"### Instruction:
tell me about chem 4030-01

### Response:
In 202620, the course 'Chem and Biochem Seminar' was taught by Praveen Patidar at   on      F  at 1400-1515.

### End"
"### Instruction:
tell me about chem 4041-01

### Response:
In 202620, the course 'Biochemistry I' was taught by Sally C. Pias at SPEARE 117 on  M W F  at 1000-1050.

### End"
"### Instruction:
tell me about chem 4041l-01

### Response:
In 202620, the course 'Biochemistry I Lab' was taught by Praveen Patidar at LOPEZ 127 on  M      at 1400-1630.

### End"
"### Instruction:
tell me about chem 4041l-02

### Response:
In 202620, the course 'Biochemistry I Lab' was taught by Praveen Patidar at LOPEZ 127 on     R   at 1400-1630.

### End"
"### Instruction:
tell me about chem 4089-01

### Response:
In 202620, the course 'Lab Safety for Teaching Assist' was taught by Jeff A. Altig at LOPEZ 216 on      F  at 1600-1700.

### End"
"### Instruction:
tell me about chem 4089-05

### Response:
In 202620, the course 'Measurements' was taught by Menake E. Piyasena at   on  M W F  at 0900-0950.

### End"
"### Instruction:
tell me about chem 4093-01

### Response:
In 202620, the course 'Senior Research & Thesis I' was taught by Jeff A. Altig at   on     R   at 1230-1330.

### End"
"### Instruction:
tell me about chem 4093-02

### Response:
In 202620, the course 'Senior Research & Thesis I' was taught by Mark R. Ams at   on     R   at 1230-1330.

### End"
"### Instruction:
tell me about chem 4093-03

### Response:
In 202620, the course 'Senior Research & Thesis I' was taught by Nicolas E. Holubowitch at   on     R   at 1230-1330.

### End"
"### Instruction:
tell me about chem 4093-04

### Response:
In 202620, the course 'Senior Research & Thesis I' was taught by Megha Khandelwal at   on     R   at 1230-1330.

### End"
"### Instruction:
tell me about chem 4093-05

### Response:
In 202620, the course 'Senior Research & Thesis I' was taught by Ujith S. Madduma Bandarage at   on     R   at 1230-1330.

### End"
"### Instruction:
tell me about chem 4093-06

### Response:
In 202620, the course 'Senior Research & Thesis I' was taught by Praveen Patidar at   on     R   at 1230-1330.

### End"
"### Instruction:
tell me about chem 4093-07

### Response:
In 202620, the course 'Senior Research & Thesis I' was taught by Sally C. Pias at   on     R   at 1230-1330.

### End"
"### Instruction:
tell me about chem 4093-08

### Response:
In 202620, the course 'Senior Research & Thesis I' was taught by Menake E. Piyasena at   on     R   at 1230-1330.

### End"
"### Instruction:
tell me about chem 4093-09

### Response:
In 202620, the course 'Senior Research & Thesis I' was taught by Gayan R. Rubasinghege at   on     R   at 1230-1330.

### End"
"### Instruction:
tell me about chem 5029-01

### Response:
In 202620, the course 'Graduate Seminar' was taught by Praveen Patidar at LOPEZ 106 on      F  at 1400-1515.

### End"
"### Instruction:
tell me about chem 5089-01

### Response:
In 202620, the course 'Lab Safety for Teaching Assist' was taught by Jeff A. Altig at LOPEZ 216 on      F  at 1600-1700.

### End"
"### Instruction:
tell me about chem 5089-02

### Response:
In 202620, the course 'Chemistry of Biomolecules' was taught by Praveen Patidar at JONES 106 on   T R   at 0930-1045.

### End"
"### Instruction:
tell me about chem 5089-03

### Response:
In 202620, the course 'Ethics & Safety' was taught by Gayan R. Rubasinghege at JONES 106 on  M W F  at 1300-1350.

### End"
"### Instruction:
tell me about chem 5089-04

### Response:
In 202620, the course 'Proposal Writing' was taught by Praveen Patidar at   on   T R   at 1230-1345.

### End"
"### Instruction:
tell me about chem 5089-05

### Response:
In 202620, the course 'Measurements' was taught by Menake E. Piyasena at   on  M W F  at 0900-0950.

### End"
"### Instruction:
tell me about comm 1130-01

### Response:
In 202620, the course 'g:Public Speaking' was taught by Agnieszka K. Gabor Da Silva at SPEARE 116 on   T R   at 1400-1515.

### End"
"### Instruction:
tell me about conc 1001c-01

### Response:
In 202620, the course 'Piano I' was taught by Gaby Benalil at RH 232 on   T     at 1100-1150.

### End"
"### Instruction:
tell me about conc 1004c-01

### Response:
In 202620, the course 'Strings I' was taught by Gaby Benalil at RH 232 on      F  at 1200-1250.

### End"
"### Instruction:
tell me about conc 1007c-01

### Response:
In 202620, the course 'Welding Adult' was taught by Kenneth T. Gonzales at SOC HS SHOP on   T R   at 1730-1930.

### End"
"### Instruction:
tell me about conc 1011c-01

### Response:
In 202620, the course 'HAM Radio' was taught by Seth T. Price at JONES 227 on     R   at 1700-1900.

### End"
"### Instruction:
tell me about conc 1023c-01

### Response:
In 202620, the course 'Pilates Matwork: Comm' was taught by Carrie A. Marsyla at GYM EAST GYM on  M W    at 1200-1250.

### End"
"### Instruction:
tell me about conc 1042c-01

### Response:
In 202620, the course 'Taijutsu: Comm' was taught by Alexander D. George at SAC AUDITORIUM on  M W    at 1830-1925.

### End"
"### Instruction:
tell me about conc 1052c-01

### Response:
In 202620, the course 'Painting in Oils: Comm' was taught by Jenny C. Blomquist at FACW 104 on   T     at 1715-1915.

### End"
"### Instruction:
tell me about conc 1053c-01

### Response:
In 202620, the course 'Painting in Acrylics: Comm' was taught by Ramona L. Montoya at FACW 104 on     R   at 1800-1950.

### End"
"### Instruction:
tell me about conc 1070c-01

### Response:
